,Unnamed: 0,SL.NO.,S_ID,Department,GENDER (M/F),AGE,X Exam,X Board,X School,X Subjects,X Medium,X YOP,X Percentage,X Actual Percentage,X Marks Obtained,X Total Marks,XII Exam,XII Board,XII School,XII Subjects,XII Medium,XII YOP,XII Std Percent,XII Actual Percent,XII Marks Obtained,XII Total Marks,Diploma Stream,Dip Uni/Board/Council,Dip Institute,Dip Medium,Dip YOP,Dip Aggregate Marks %,Permanent Loc State,Entrance Exam,Clg Year of Entry,Clg Year of Passing,Sem1,Sem2,Sem3,Sem4,Sem5,Sem Avg,Backlog Count
176,176,177,1310901047.0,CSE,F,20,MADHYAMIK PARIKSHA,WBBSE,BIDYA BHARATI GIRLS' HIGH SCHOOL,"ENGLISH, BENGALI, HISTORY, GEOGRAPHY, PHYSICAL SCIENCE, LIFE SCIENCE, MATHEMATICS, PHYSICS(OPTIONAL ELECTIVE)",ENGLISH,2011.0,86.25,84.22,758,900,HIGHER SECONDARY EXAMINATION,WBCHSE,BIDYA BHARATI GIRLS' HIGH SCHOOL,"ENGLISH, BENGALI, CHEMISTRY, MATHS, PHYSICS, STATICTICS(OPTIONAL), ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,67.4,67.14,470,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.15,8.45,8.17,8.96,8.38,8.422,
177,177,178,1310901053.0,CSE,M,22,SECONDARY EXAMINATION(S.E),WBBSE,BANKURA ZILLA SCHOOL,"BENGALI-(1ST PAPER),BENGALI-(2NDPAPER),ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2010.0,76,76,608,800,HIGHER SECONDARY EXAMINATION(H.S.E),WBCHSE,BANKURA BANGA VIDYALAY,"ENGLISH,BENGALI,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY",BENGALI,2012.0,69.6,69.6,348,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.74,6.72,7.41,7.23,8.31,7.282000000000001,
178,178,179,1310901046.0,CSE,M,20,AISSCE,CBSE,"MILLIA CONVENT ENGLISH SCHOOL, RAMBAGH PURNEA","ENGLISH,SANSKRIT,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2010.0,,,,,INTERMEDIATE EXAMINATION,BSEB,"S.S.N.Y COLLEGE, NARPATGANJ","PHYSICS,CHEMISTRY,ENGLISH,MATHS,ENGLISH+HINDI",ENGLISH,2013.0,62.8,62.8,314,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.19,6.17,6.48,6.65,5.77,6.452000000000001,1.0
179,179,180,1310901052.0,CSE,F,21+,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,RAGHUNATHGANJ GIRLS HIGH SCHOOL,"FIRST LANGUAGE-BENGALI,SECOND LANGUAGE-ENGLISH,OPTIONAL ELECTIVE-WORK EDUCATION GROUP",BENGALI,2010.0,90.1,90.33,813,900,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,RAGHUNATHGANJ HIGH SCHOOL,"LANGUAGES:BENGALI A ,ENGLISH B, ELECTIVES: CHEMISTRY,MATHEMATICS,PHYSICS ,OPTIONAL ELECTIVE:BIOLOGICAL SCIENCES,COMPULSORY :ENVIRONMENTAL EDUCATION",BENGALI,2012.0,86.4,87.14,610,700.0,,,,,,,WEST BENGAL,JEE-MAINS,2013.0,2017.0,8.11,8.48,8.14,8.62,8.38,8.346,
180,180,181,1310901019.0,CSE,M,21,ICSE,Council for the Indian School Certificate Examinations,Sri Aurobindo Institute of Education,"English,Bengali,Environmental Education,History Civics and Geography,Mathematics,Science(physics,chemistry,biology),Computer Applications",English,2011.0,85.4,83.28,583,700,ISC,Council for the Indian School Certificate Examinations,Sri Aurobindo Institute of Education,"English,Bengali,Mathematics.Physics,Chemistry,Biology",English,2013.0,76.25,68.9,413,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.11,5.97,6.45,5.96,6.42,6.382000000000001,1.0
181,181,182,1310901024.0,CSE,M,20,SSE,CBSE,SHATABDI PUBLIC SCHOOL,"SOCIAL SCIENCE,URDU,MATHEMATICS,HINDI,ENGLISH,SCIENCE",ENGLISH,2010.0,79.8,79.8,,,INTERMEDIATE,BSEB,MIRZA GHALIB COLLEGE,"R B NON-HINDI URDU,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS",ENGLISH,2012.0,70.0,70.0,350,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.67,7.59,8,8.46,8.46,8.036,
182,182,183,1310901051.0,CSE,M,20,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,RAJNAGAR BISWAMBHAR HIGH SCHOOL,"FIRST LANGUAGE-(BENGALI 1ST PAPER),FIRST LANGUAGE-(BENGALI 2ND PAPER),SECOND LANGUAGE(ENGLISH),MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,OPTIONAL ELECTIVE SUBJECT(MECHANICS)",BENGALI,2011.0,89.37,88.33,795,900,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,RAJNAGAR BIWAMBHAR HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,PHYSICS,MATHEMATICS,BIOLOGICAL SCIENCE,ENVIROMENTAL SCIENCE",BENGALI,2013.0,85.8,83.57,585,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.04,8.34,7.93,8.42,8.62,8.27,
183,183,184,1310901102.0,CSE,F,20,AISSE,CBSE,"KENDRIYA VIDYALAYA PUSHP VIHAR,M.B ROAD,NEW DELHI","ENGLISH COMMUNICATION,HINDI COURSE-A,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2011.0,95,95,475,500,AISSCE,CBSE,"KENDRIYA VIDYALAYA PUSHP VIHAR,M.B ROAD,NEW DELHI","ENGLISH CORE, MATHEMATICS,PHYSICS,CHEMISTRY, COMPUTER SCIENCE",ENGLISH,2013.0,92.5,88.2,441,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.96,8.03,7.72,8.27,8.5,8.096,
184,184,185,1310901033.0,CSE,M,21,ICSE,CISCE,"DON BOSCO SCHOOL, PARK CIRCUS, KOLKATA","ENGLISH,BENGALI, ENVIRONMENTAL EDUCATION, HISTORY, CIVICS AND GEOGRAPHY, MATHEMATICS, SCIENCE (PHYSICS, CHEMISTRY, BIOLOGY), COMPUTER APPLICATIONS",ENGLISH,2011.0,91.2,86.86,608,700,ISC,CISCE,"DON BOSCO SCHOOL, PARK CIRCUS, KOLKATA","ENGLISH, MATHEMATICS, PHYSICS, CHEMISTRY, COMPUTER SCIENCE",ENGLISH,2013.0,89.25,86.6,433,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.0,7.0,6.59,7.81,8.04,7.287999999999999,
185,185,186,1310901120.0,CSE,F,21,ALL INDIA SECONDARY SCHOOL EXAMINATION,CBSE,"SIDO KANHU HIGH SCHOOL,DUMKA,JHARKHAND","ENGLISH,MATHEMATICS,SOCIAL SCIENCE,SCIENCE,SANSKRIT",ENGLISH,2011.0,CGPA 9.4,,,,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,CBSE,"GURU GOBIND SINGH PUBLIC SCHOOL,BOKARO,JHARKHAND","ENGLISH,MATHEMATICS,PHYSICS,CHEMISTRY,COMPUTER SCIENCE,PHYSICAL EDUCATION",ENGLISH,2013.0,62.8,62.83,377,600.0,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,6.3,6.48,6.65,7.08,6.88,6.678,
186,186,187,1310901021.0,CSE,M,19,SECONDARY EXAMINATION(S.E),W.B.B.S.E,RAMAKRISHNA MISSION  BOYS' HOME HIGH SCHOOL[H.S],"BENGALI(1ST & 2ND PAPER),ENGLISH,HISTORY GEOGRAPHY,MATHEMATICS,SCIENCE(PHYSICAL SCIENCE,LIFE SCIENCE)",BENGALI,2011.0,83.5,83.5,668,800,HIGHER SECONDARY EXAMINATION(H.S),W.B.C.H.S.E,BURDWAN MUNICIPAL HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICS,CHEMISTRY,COMPUTER SCIENCE(ELECTIVE),ENVIRONMENT EDUCATION",BENGALI,2013.0,80.0,79.34,400,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.31,7.97,8.17,8.38,8.46,8.258000000000001,
187,187,188,1310901131.0,CSE,M,21,SECONDARY EXAMINATION,WBBSE,TAMLUK HAMILTON HIGH SCHOOL,"BENGALI 1ST PAPER,BENGALI 2ND PAPER,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,WORK EDUCATION-PHYSICAL EDUCATION",BENGALI,2011.0,77.44,76.75,697,900,HIGHER SECONDARY EXAMINATION,WBCHSE,TAMLUK HAMILTON HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,COMPUTER SCIENCE,ENVIRONMENTAL SCIENCE",BENGALI,2013.0,59.28,56.4,415,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.22,6.34,5.72,5.35,5.69,5.863999999999999,4.0
188,188,189,1310901134.0,CSE,M,23,SECONDARY EXAMINATION,WBBSE,BARADONGAL RAMANATH INSTITUTION,"BENGALI 1ST,BENGALI 2ND,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,WORK EDUCATION GROUP.",BENGALI,2009.0,80.75,81.22,731,900,HIGHER SECONDARY,WBCHSE,BARADONGAL RAMANATH INSTITUTION,"BENGALI,ENGLISH,CHEMISTRY,MATHAMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL.",BENGALI,2011.0,77.6,72.71,509,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.33,7.66,7.49,6.85,7.12,7.289999999999999,
189,189,190,1310901064.0,CSE,M,21,ICSE,CISCE,ST. MICHAEL'S SCHOOL,"ENGLISH,HINDI,ENVIRONMENTAL EDUCATION,HISTORY,CIVICS & GEOGRAPHY,MATHEMATICS,SCIENCE(PHYSICS,CHEMISTRY,BIOLOGY), ECONOMIC APPLICATIONS",ENGLISH,2010.0,87.6,88.57,620,700,AISSCE,CBSE,SRI CHAITANYA VIDYANIKETAN,"ENGLISH,MATHEMATICS,PHYSICS,CHEMISTRY,PHYSICAL EDUCATION",ENGLISH,2012.0,75.6,75.6,378,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.93,7.69,6.55,6.65,7.23,7.209999999999999,
190,190,191,1310901084.0,CSE,M,21,SECONDARY SCHOOL EXAMINATION,"BSEB,PATNA",MAA KALI H S MADHUBANI,"HINDI,SANSKRIT,MATHEMATICS,SCIENCE,SOCIAL SCIENCE,ENGLISH,ADV.MATH(OPT)",HINDI,2009.0,77,77,385,500,INTERMEDIATE EXAMINATION,"BSEB,PATNA","PURNEA COLLEGE,PURNEA",R B NONHINDI + ALT ENGLISH + ENGLISH+PHYSICS+CHEMISTRY+MATHEMATICS,ENGLISH,2011.0,67.2,67.2,336,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,8.22,8.24,6.55,8.27,8.27,7.909999999999999,
191,191,192,1310901034.0,CSE,M,21,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WBBSE,BIRATI HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,89.87,89.87,719,800,HIGHER SECONDARY EXAMINATION,WBCHSE,BIRATI HIGH SCHOOL,"BENGALI, ENGLISH, MATHEMATICS, PHYSICS, CHEMISTRY, COMPUTER SCIENCE",BENGALI,2013.0,72.0,73.57,515,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.3,8.14,7.62,8.54,8.27,8.174000000000001,
192,192,193,1310901103.0,CSE,F,21,AISSE,CBSE,"JAWAHAR NAVODAYA VIDYALAYA GANDEY,GIRIDIH,JHARKHAND  ","MATHEMATICS,SCIENCE,ENGLISH LNG & LIT,SOCIAL SCIENCE,HINDI COURSE-A ",ENGLISH,10.0,95,95,,,AISSCE,CBSE,ADWAITA MISSION HIGH SCHOOL BOUNSI BANKA BIHAR,"ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY,PHYSICAL EDUCATION",ENGLISH,2013.0,74.2,74.2,371,500.0,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,7.67,7.9,7.17,7.42,7.23,7.478,
193,193,194,1310901050.0,CSE,F,22,SECONDARY EXAMINATION,WBBSE,MADHABPUR M N GIRLS' HIGH SCHOOL,"BENGALI 1ST PAPER,BENGALI 2ND PAPER,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2009.0,73.375,73.375,587,800,HIGHER SECONDARY EXAMINATION,WBCHSE,HARIPUR HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY,ENVIRONMENTAL",BENGALI,2012.0,64.4,64.71,453,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.22,6.48,6,7.46,6.96,6.624,
194,194,195,1310901117.0,CSE,M,23,AISSE,CBSE,SHYAMLAL DAV PUB SCH RAJENDRA NGR KHAGARIA BR,SOCIAL SCIENCE+MATHEMATICS+SANSKRIT+ENGLISH+SCIENCE+INTRODUCTORY IT,ENGLISH,2010.0,,,,,AISSCE,CBSE,DAV PUBLIC SCHOOL GANDHI NAGAR CCL RANCHI JH,ENGLISH+MATHEMATICS+PHYSICS+CHEMISTRY+COMPUTER SCIENCE+PHYSICAL EDUCATION,ENGLISH,2012.0,82.6,80.33,482,600.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,8.48,8.03,7.55,7.19,8.08,7.866,1.0
195,195,196,1310901083.0,CSE,M,21,SECONDARY SCHOOL EXAMINATION,CBSE,MILLIA CONVENT ENGLISH SCHOOL,"ENGLISH,URDU,SOCIALSCIENCE,SCIENCE,MATHEMATICS",ENGLISH,2009.0,79,79,395,500,INTERMEDIATE EXAMINATION,CBSE,MILLIA CONVENT ENGLISH SCHOOL," PHYSICALEDUCATION,ENGLISH+PHYSICS+CHEMISTRY+MATHEMATICS",ENGLISH,2011.0,71.2,71.2,356,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.07,7.31,6.59,5.96,6.0,6.586,2.0
196,196,197,1310901007.0,CSE,M,20,I.C.S.E,COUNCIL FOR INDIAN SCHOOL CERTIFICATION EXAMINATION,JULIAN DAY SCHOOL,"ENGLISH,BENGALI,ENVIRONMENTAL EDUCATION,HISTORY CIVICIS &GEOGRAPHY,SCIENCE(PHYSICS,CHEMISTRY,BIOLOGY),MATHEMATICS,COMPUTER APPLICATIONS",ENGLISH,2011.0,70.8,68.2,478,700,ISC,INDIAN  SCHOOL CERTIFICATE EXAMINATION,MANSUR HABIBULLAH MEMORIAL SCHOOL,"PHYSICS,CHEMISTRY,MATHEMATICS,COMPUTER SCIENCE",ENGLISH,2013.0,67.25,63.5,381,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.34,6.28,6.28,5.96,6.76,6.324000000000001,1.0
197,197,198,1310901108.0,CSE,F,21,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WBBSE,NAVANALANDA HIGH SCHOOL,"ENGLISH, BENGALI(PAPER I AND PAPER II), MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",ENGLISH,2010.0,69.62,69.62,557,800,HIGHER SECONDARY,WBCHSE,BALLYGUNGE SIKSHA SADAN,"ENGLISH,BENGALI,CHEMISTRY,MATHS,PHYSICS,COMPUTER SCIENCE,ENVIORNMENTAL EDUCATION",ENGLISH,2013.0,61.0,58.42,409,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.56,7.97,7.97,7.88,8.42,7.76,
198,198,199,1310901014.0,CSE,F,21,SECONDARY EXAMINATION,WBBSE,BINODINI GIRLS' HIGH SCHOOL ,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2010.0,82.12,82.12,657,800,HIGHER SECONDARY,WBCHSE,BINODINI GIRLS' HIGH SCHOOL,"BENGALI,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,BIOLOGY,ENVIRONMENTAL SCIENCE",BENGALI,2012.0,77.2,77.2,386,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.48,8.76,8.48,9.12,8.77,8.522,
199,199,200,1310901018.0,CSE,M,22,AISSE,CBSE,ST. MARY'S SR SEC SCHOOL JWALAPUR HARIDWAR UK,"ENGLISH COMMUNICATION,HINDI ,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2010.0,72.2,72.2,361,500,AISSCE,CBSE,SHRI GURU RAM RAI PUB SCH V VIHAR DEHRADUN UK,"ENGLISH CORE,PHYSICS , CHEMISTRY,MATHEMATICS,PHYSICAL EDUCATION",ENGLISH,2012.0,70.4,66.0,396,600.0,,,,,,,UTTARAKHAND,WBJEE,2013.0,2017.0,7.04,7.14,6.86,6.38,7.0,6.884,
200,200,201,1310901080.0,CSE,F,21,ICSE,CISCE,MAHESHWARI GIRLS` SCHOOL,"ENGLISH,HINDI,ENVIRONMENTAL EDUCATION,HISTORY,CIVICS & GEOGRAPHY,MATHEMATICS,SCIENCE,COMPUTER APPLICATIONS",ENGLISH,2011.0,91.6,89.86,629,700,ISC,CISCE,MAHESHWARI GIRLS` SCHOOL,"ENGLISH,HINDI,MATHEMATICS,PHYSICS,CHEMISTRY,COMPUTER SCIENCE",ENGLISH,2013.0,89.25,85.33,512,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.19,8.24,8.34,8.42,8.73,8.384,
201,201,202,1410901125.0,CSE,F,21,MADHYAMIK,TBSE,RAMAKRISHNA VIVEKANANDA VIDYAMANDIR,"BENGALI,ENGLISH,MATH,PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2011.0,67.714,67.71,474,700,,,,,,,,,,,CSE,TRIPURA UNIVERSITY,WOMEN'S POLYTECHNIC,ENGLISH,2014,6.89,TRIPURA,JELET,2014.0,2017.0,,,5.93,7.19,7.689999999999999,6.936666666666667,
202,202,203,1410901127.0,CSE,F,23,SECONDARY,WBBSE,SAKHAWAT MEMORIAL GOVT. GIRLS' HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,BIOLOGY(OPTIONAL ELECTIVE SUBJECT)",BENGALI,2009.0,84.75,80.88,728,900,HIGHER SECONDARY,WBCHSE,SAKHAWAT MEMORIAL GOVT GIRLS'HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENT",BENGALI,2011.0,67.6,64.57,452,700.0,DCST,WBSCTE,ACHARYA PRAFULLA CHANDRA ROY POLYTECHNIC,ENGLISH,2014,80.4,WEST BENGAL,JELET,2014.0,2017.0,,,6.28,7.19,6.73,6.733333333333334,
203,203,204,1410901131.0,CSE,M,22,"ALL INDIA SECONDARY SCHOOL EXAMINATION ,2010",CBSE,"SIDO KANHU HIGH SCHOOL,DUMKA,JHARKHAND","SOCIAL SCIENCE,MATEMATICS,SCIENCE,ENGLISH,SANSKRIT",HINDI,2010.0,81.7,81.7,408,500,,,,,,,,,,,COMPUTER ENGINEERING,"STATE BOARD OF TECHNICAL EDUCATION,RANCHI","GOVERNMENT POLYTECHNIC,BHAGA",ENGLISH,2013,80.53,JHARKHAND,JELET,2014.0,2017.0,,,7.45,7.62,8.19,7.753333333333333,
204,204,205,1410901130.0,CSE,M,21,Secondary,W.B.B.S.E.,DEBNAGAR MOKSHADA DINDA HIGH SCHOOL,"BENGALI,ENGLISH,MATHMETICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,OPTIONAL ELECTIVE SUBJECT",BENGALI,2010.0,61.5,62.88,492,800,HIGHER SECONDARY,W.B.S.C.V.E.T.,KAKDWIP BIRENDRA VIDYANIKETAN,"COMPUTER ASSEMBLY & MAINTENANCE,COMPUTER FUNDAMENTAL & PROGRAMMING,TECHNICAL DRAWING,PROJECT,ENVIRONMENTAL STUDIES,MATH-II,PHYSICS,BENGALI,ENGLISH",BENGALI,2012.0,80.67,80.87,484,600.0,CST,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,ACHARYA PRAFULLA CHANDRA RAY POLYTECHNIC,ENGLISH,2014,80.6,WEST BENGAL,JELET,2014.0,2017.0,,,7.1,7.73,7.88,7.57,
205,205,206,1410901133.0,CSE,F,20,MADHYAMIK PARIKSHA,WBBSE,DUM DUM CHRIST CHURCH GIRLS HIGH SCHOOL,"FL->BENGALI,SL->ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,77.37,77.37,619,800,,,,,,,,,,,COMPUTER SCIENCE & TECHNOLOGY,WBSCTE,CENTRAL CALCUTTA POLYTECHNIC,ENGLISH,2014,79.9,WEST BENGAL,JELET,2014.0,2017.0,,,6.9,7.38,7.92,7.400000000000001,
206,206,207,1410901129.0,CSE,F,22,SECONDARY EXAMINATION,WBBSE,BAGNAN GIRLS HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2009.0,79.62,79.62,637,800,HIGHER SECONDARY EXAMINATION,WBCHSE,BAGNAN ADARSHA BALIKA VIDYALAYA,"BENGALI,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,BIOLOGICAL SCIENCES,ENVIRONMENTAL EDUCATION",BENGALI,2011.0,74.0,73.28,513,700.0,CST,WBSCTE,"WOMEN'S POLYTECHNIC,KOLKATA",ENGLISH,2014,80.7,WEST BENGAL,JELET,2014.0,2017.0,,,6.79,7.38,7.35,7.173333333333333,
207,207,208,1410901134.0,CSE,F,22,SECONDARY,WBBSE,NANDA HARIMATI HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,ADDITIONAL-WORK EDUCATION GROUP",BENGALI,2008.0,58.13,64.63,517,800,HIGHER SECONDARY ,WBCHSE,ANANDANAGAR A.C.ROY HIGH SCHOOL,"BENGALI,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,BIOLOGICAL SCIENCES,ENVIRONMENTAL EDUCATION",BENGALI,2011.0,49.4,50.28,352,700.0,DCST,WBSCTE,SAROJ MOHAN INSTITUTE OF TECHNOLOGY,ENGLISH,2014,78.5,WEST BENGAL,JELET,2014.0,2017.0,,,6.28,6.62,6.35,6.416666666666667,
208,208,209,1410901132.0,CSE,F,22,MADHYAMIK PARIKSHA,WBBSE,CHARGHAT GIRLS HIGH SCHOOL,"FL->BENGALI,SL->ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2009.0,80,80,640,800,HIGHER SECONDARY,WBCHSE,RAJBALLAVPUR HIGH SCHOOL,"BENGALI,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,BIOLOGICAL SCIENCES",BENGALI,2011.0,56.2,56.2,281,500.0,COMPUTER SCIENCE & TECHNOLOGY,WBSCTE,CENTRAL CALCUTTA POLYTECHNIC,ENGLISH,2014,78.1,WEST BENGAL,JELET,2014.0,2017.0,,,6.66,6.69,6.8100000000000005,6.72,1.0
209,209,210,1410901136.0,CSE,F,21+,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION(WBBSE),ST. XAVIER'S SCHOOL,"1ST LANGUAGE(BENGALI): PAPER 1 & PAPER 2, SECOND LANGUAGE(ENGLISH), MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",ENGLISH,2011.0,62.87,61.8,503,800,,,,,,,,,,,COMPUTER SCIENCE & TECHNOLOGY(CSE),WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,GLOBAL INSTITUTE OF SCIENCE & TECHNOLOGY,ENGLISH,2014,83.8,WEST BENGAL,JELET,2014.0,2017.0,,,7.59,7.73,8.04,7.786666666666666,
210,210,211,1410901135.0,CSE,F,20,ANNUAL SECONDARY EXAMINATION,JAC,PROJECT DE NOBILI HIGH SCHOOL CHANDRAPURA,"HINDI,ENGLISH,MATHEMATICS,SCIENCE & TECHNOLOGY,SOCIAL SCIENCE,SANSKRIT",HINDI,2011.0,70.08,72.66,436,600,,,,,,,,,,,COMPUTER SCIENCE,STATE BOARD OF TECHNICAL EDUCATION,"GOVERNMENT POLYTECHNIC,KODERMA",ENGLISH,2014,78.32,JHARKHAND,JELET,2014.0,2017.0,,,6.41,6.96,7.38,6.916666666666667,
211,211,212,1410901130.0,CSE,M,22,SECONDARY EXAMINATION,WBBSE,RATHIPUR BARADA BANIPITH HIGHER SECONDARY SCHOOL,"BENGALI 1ST,BENGALI 2ND,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,WORK EDUCATION GROUP.",BENGALI,2009.0,60,62.66,564,900,,,,,,,,,,,CST,WBSCTE,SILIGURI GOVERNMENT POLYTECHNIC,ENGLISH,2014,67.81,WEST BENGAL,JELET,2014.0,2017.0,,,5.06,5.0,5.08,5.046666666666666,3.0
212,212,213,1410901140.0,CSE,M,22,SECONDARY EXAMINATION,WBBSE,AKRURMANI CORONATION INSTITUTION,"BENGALI 1ST,BENGALI 2ND,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,WORK EDUCATION GROUP.",BENGALI,2009.0,75.5,76.44,604,900,HIGHER SECONDARY,WBCHSE,OLD MALDA KALACHAND HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHAMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL.",BENGALI,2011.0,52.8,54.85,384,700.0,CST,WBSCTE,SILIGURI GOVERNMENT POLYTECHNIC,ENGLISH,2014,71,WEST BENGAL,JELET,2014.0,2017.0,,,5.38,6.15,6.04,5.8566666666666665,1.0
